candidate_id,first_name,last_name,party,status,votes,votes_avec_devolution,elu,elu_suppleant,position,guessed_sex,error_prob,election,circonscription,simplified_party,list_size,list_id,performance
2379,Roel,DESEYN,CD&V,effectif,15653,17265,0,0,4,M,0.0018832391713747842,Chambre,Flandre occidentale,CD&V,16,29,equal
2380,Lies,DEZEURE,CD&V,effectif,12166,12166,0,0,5,F,0.1615746180963572,Chambre,Flandre occidentale,CD&V,16,29,worse
2381,Lynn,CALLEWAERT,CD&V,effectif,8681,8681,0,0,6,F,0.00031515915537361217,Chambre,Flandre occidentale,CD&V,16,29,worse
2382,Eveline,VAN QUEKELBERGHE,CD&V,effectif,7522,7522,0,0,7,F,8.22165584147827e-05,Chambre,Flandre occidentale,CD&V,16,29,worse
2383,Herlinde,ROLLEZ,CD&V,effectif,7237,7237,0,0,8,F,0.02857142857142858,Chambre,Flandre occidentale,CD&V,16,29,worse
2384,Jan,STEVENS,CD&V,effectif,5766,5766,0,0,9,M,0.0003228931223764331,Chambre,Flandre occidentale,CD&V,16,29,worse
2385,Bert,GUNST,CD&V,effectif,5450,5450,0,0,10,M,0.0011013215859030367,Chambre,Flandre occidentale,CD&V,16,29,worse
2386,Margot,DESMET,CD&V,effectif,7368,7368,0,0,11,F,2.0249473513644922e-05,Chambre,Flandre occidentale,CD&V,16,29,better
2387,Caroline,BONTE-VANRAES,CD&V,effectif,6333,6333,0,0,12,F,6.6448714881595095e-06,Chambre,Flandre occidentale,CD&V,16,29,better
2388,Dries,DEHAUDT,CD&V,effectif,4799,4799,0,0,13,M,0.00030487804878043256,Chambre,Flandre occidentale,CD&V,16,29,worse
2389,Delphine,ROMMEL,CD&V,effectif,6021,6021,0,0,14,F,0.000486257254001643,Chambre,Flandre occidentale,CD&V,16,29,better
2390,Bart,NAEYAERT,CD&V,effectif,12364,12364,0,0,15,M,0.0014388489208632116,Chambre,Flandre occidentale,CD&V,16,29,better
2391,Frederiek,VERMEULEN,CD&V,effectif,8166,8166,0,0,16,M,0.0,Chambre,Flandre occidentale,CD&V,16,29,last
2392,Bercy,SLEGERS,CD&V,suppléant,8336,35628,0,1,1,U,1.0,Chambre,Flandre occidentale,CD&V,9,43,equal
2393,Kevin,DEFIEUW,CD&V,suppléant,4960,35628,0,1,2,M,0.00012237833553796484,Chambre,Flandre occidentale,CD&V,9,43,equal
2394,Arnold,STAEL,CD&V,suppléant,4456,7554,0,1,3,M,0.0004755111745126106,Chambre,Flandre occidentale,CD&V,9,43,equal
2395,Adeline,BOUCHE,CD&V,suppléant,3750,3750,0,1,4,F,1.9855846553951118e-05,Chambre,Flandre occidentale,CD&V,9,43,worse
2396,Thijs,MORLION,CD&V,suppléant,4185,4185,0,1,5,M,0.0007593014426727773,Chambre,Flandre occidentale,CD&V,9,43,worse
2397,Anke,VANDERMEERSCH,CD&V,suppléant,4366,4366,0,1,6,F,0.0007209805335256503,Chambre,Flandre occidentale,CD&V,9,43,better
2398,Anneke,DEJONGHE,CD&V,suppléant,4285,4285,0,1,7,F,0.02857142857142858,Chambre,Flandre occidentale,CD&V,9,43,better
2399,Raf,DEPREZ,CD&V,suppléant,4236,4236,0,1,8,M,0.0013175230566534468,Chambre,Flandre occidentale,CD&V,9,43,better
2400,Ben,DESMYTER,CD&V,suppléant,5705,5705,0,1,9,M,0.0060240963855420215,Chambre,Flandre occidentale,CD&V,9,43,last
2401,Wouter,VERMEERSCH,VLAAMS BELANG,effectif,31127,32886,1,0,1,M,0.0006203473945409765,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,equal
2402,Dominiek,SPINNEWYN-SNEPPE,VLAAMS BELANG,effectif,10654,32886,1,0,2,F,0.0,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2403,Kurt,RAVYTS,VLAAMS BELANG,effectif,9567,32886,1,0,3,M,0.0011806375442739991,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2404,Nathalie,DEWULF,VLAAMS BELANG,effectif,11593,23656,1,0,4,F,0.0001708031690556,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,better
2405,Jo,VANSTEENKISTE,VLAAMS BELANG,effectif,9611,9611,0,0,5,M,0.0,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,equal
2406,Nancy,SIX,VLAAMS BELANG,effectif,10151,10151,0,0,6,F,0.00011029006286522591,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,better
2407,Johan,VANBLAERE,VLAAMS BELANG,effectif,8306,8306,0,0,7,M,0.0024337097093696247,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2408,An,BRAEM,VLAAMS BELANG,effectif,8877,8877,0,0,8,F,0.0,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,better
2409,Kurt,MALYSSE,VLAAMS BELANG,effectif,8274,8274,0,0,9,M,0.0011806375442739991,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2410,Katrien,DAVID,VLAAMS BELANG,effectif,8412,8412,0,0,10,F,0.002028397565922768,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,better
2411,Janick,SAMYN,VLAAMS BELANG,effectif,7816,7816,0,0,11,F,0.47866937531742004,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2412,Marianne,MORTIER,VLAAMS BELANG,effectif,8123,8123,0,0,12,F,2.9000638014031743e-05,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2413,Dieter,VAN PARYS,VLAAMS BELANG,effectif,8163,8163,0,0,13,M,0.0008748906386701893,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,better
2414,Dorianne,DE WIEST,VLAAMS BELANG,effectif,7670,7670,0,0,14,F,0.0010214504596528506,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,worse
2415,Reinhilde,CASTELEIN,VLAAMS BELANG,effectif,8144,8144,0,0,15,F,0.09090909090909083,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,better
2416,Christian,VEROUGSTRAETE,VLAAMS BELANG,effectif,8507,8507,0,0,16,M,0.00022969647251835923,Chambre,Flandre occidentale,VLAAMS BELANG,16,620,last
2417,Tina,FEYS,VLAAMS BELANG,suppléant,7857,32886,0,1,1,F,0.00022217285047765323,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,equal
2418,Maxim,VANHOOREN,VLAAMS BELANG,suppléant,5668,32886,0,1,2,M,0.00130804447351196,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,equal
2419,Heidi,SOHIER,VLAAMS BELANG,suppléant,5576,29780,0,1,3,F,0.08817701453104365,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,equal
2420,Lorenzo,DE BEL,VLAAMS BELANG,suppléant,5108,5108,0,1,4,M,3.38512575743799e-05,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,worse
2421,Katty,TOURNOIJ,VLAAMS BELANG,suppléant,5435,5435,0,1,5,F,0.0011709601873536313,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,better
2422,Jordy,JACOBS,VLAAMS BELANG,suppléant,5003,5003,0,1,6,M,0.00016501650165001713,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,worse
2423,Reinilde,VAN CLEEMPUT,VLAAMS BELANG,suppléant,5145,5145,0,1,7,U,1.0,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,better
2424,Jeanique,DEVRIENDT,VLAAMS BELANG,suppléant,5084,5084,0,1,8,F,0.023809523809523836,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,better
2425,Giel,SEYNAEVE,VLAAMS BELANG,suppléant,5423,5423,0,1,9,M,0.001577287066246047,Chambre,Flandre occidentale,VLAAMS BELANG,9,639,last
2426,Sander,LOONES,N-VA,effectif,44070,44070,1,0,1,M,0.00027247956403264606,Chambre,Flandre occidentale,N-VA,16,364,equal
2427,Yngvild,INGELS,N-VA,effectif,13131,34551,1,0,2,F,0.0,Chambre,Flandre occidentale,N-VA,16,364,worse
2428,Björn,ANSEEUW,N-VA,effectif,13202,34551,1,0,3,M,0.0006609385327164263,Chambre,Flandre occidentale,N-VA,16,364,worse
2429,Koenraad,DEGROOTE,N-VA,effectif,14505,17700,0,0,4,M,0.032258064516129004,Chambre,Flandre occidentale,N-VA,16,364,better
2430,An,CAPOEN,N-VA,effectif,13451,13451,0,0,5,F,0.0,Chambre,Flandre occidentale,N-VA,16,364,better
2431,Brecht,VERMEULEN,N-VA,effectif,12516,12516,0,0,6,M,0.0006317119393556281,Chambre,Flandre occidentale,N-VA,16,364,equal
2432,Dimitry,SOENEN,N-VA,effectif,8467,8467,0,0,7,M,0.0005175983436852549,Chambre,Flandre occidentale,N-VA,16,364,worse
2433,Eva,MAES,N-VA,effectif,11204,11204,0,0,8,F,0.00025357015248783643,Chambre,Flandre occidentale,N-VA,16,364,better
2434,Henk,LOUF,N-VA,effectif,8753,8753,0,0,9,M,0.07692307692307676,Chambre,Flandre occidentale,N-VA,16,364,worse
2435,Wim,MONTEYNE,N-VA,effectif,8196,8196,0,0,10,M,0.003039513677811634,Chambre,Flandre occidentale,N-VA,16,364,worse
2436,Barbara,VANDENBRANDE,N-VA,effectif,9822,9822,0,0,11,F,3.82467681480092e-05,Chambre,Flandre occidentale,N-VA,16,364,better
2437,Marieke,STUBBE,N-VA,effectif,9480,9480,0,0,12,F,0.0007974481658692412,Chambre,Flandre occidentale,N-VA,16,364,better
2438,Kelly,DETAVERNIER,N-VA,effectif,9094,9094,0,0,13,F,0.014093137254902022,Chambre,Flandre occidentale,N-VA,16,364,better
2439,Virginie,DERUMEAUX,N-VA,effectif,9606,9606,0,0,14,F,0.00045578574423721374,Chambre,Flandre occidentale,N-VA,16,364,better
2440,Daphné,DUMERY,N-VA,effectif,10122,10122,0,0,15,F,9.669309611282095e-05,Chambre,Flandre occidentale,N-VA,16,364,better
2441,Jean-Marie,DEDECKER,N-VA,effectif,40781,40781,1,0,16,M,1.3195919821629154e-05,Chambre,Flandre occidentale,N-VA,16,364,last
2442,Joren,VERMEERSCH,N-VA,suppléant,7337,34551,0,1,1,M,0.000684931506849229,Chambre,Flandre occidentale,N-VA,9,378,worse
2443,Justine,PILLAERT,N-VA,suppléant,7507,34551,0,1,2,F,0.000526177321757415,Chambre,Flandre occidentale,N-VA,9,378,better
2444,Michiel,VANDEWALLE,N-VA,suppléant,5559,30264,0,1,3,M,0.000301204819277201,Chambre,Flandre occidentale,N-VA,9,378,worse
2445,Jolien,LOOTENS-STAEL,N-VA,suppléant,6011,6011,0,1,4,F,0.000248200546041244,Chambre,Flandre occidentale,N-VA,9,378,better
2446,Gudrun,DEBRABANDERE,N-VA,suppléant,5740,5740,0,1,5,F,0.010526315789473606,Chambre,Flandre occidentale,N-VA,9,378,better
2447,Tanja,GREITSCH,N-VA,suppléant,5182,5182,0,1,6,F,0.0046511627906975495,Chambre,Flandre occidentale,N-VA,9,378,worse
2448,Jan,VAN BRUWAENE,N-VA,suppléant,5069,5069,0,1,7,M,0.0003228931223764331,Chambre,Flandre occidentale,N-VA,9,378,worse
2449,Caroline,RYDE,N-VA,suppléant,5386,5386,0,1,8,F,6.6448714881595095e-06,Chambre,Flandre occidentale,N-VA,9,378,better
2450,Geert,VAN TIEGHEM,N-VA,suppléant,5681,5681,0,1,9,M,0.014925373134328401,Chambre,Flandre occidentale,N-VA,9,378,last
2451,Vincent,VAN QUICKENBORNE,Open Vld,effectif,40292,40292,1,0,1,M,0.0006354775479515684,Chambre,Flandre occidentale,Open Vld,16,409,equal
2452,Kathleen,VERHELST,Open Vld,effectif,11533,35064,1,0,2,F,0.00018382352941181956,Chambre,Flandre occidentale,Open Vld,16,409,equal
2453,Lieven,COBBAERT,Open Vld,effectif,7411,8411,0,0,3,M,0.005813953488371992,Chambre,Flandre occidentale,Open Vld,16,409,equal
2454,Bert,VERHAEGHE,Open Vld,effectif,6354,6354,0,0,4,M,0.0011013215859030367,Chambre,Flandre occidentale,Open Vld,16,409,worse
2455,Lander,VAN HOVE,Open Vld,effectif,5793,5793,0,0,5,M,0.0003233107015842007,Chambre,Flandre occidentale,Open Vld,16,409,worse
2456,Véronique,BUYCK,Open Vld,effectif,6847,6847,0,0,6,F,0.00036880588374044176,Chambre,Flandre occidentale,Open Vld,16,409,better
2457,Romina,VANHOOREN,Open Vld,effectif,6749,6749,0,0,7,F,0.0017889087656529634,Chambre,Flandre occidentale,Open Vld,16,409,better
2458,Gwendolyn,VANDERMEERSCH,Open Vld,effectif,6441,6441,0,0,8,F,0.002123142250530785,Chambre,Flandre occidentale,Open Vld,16,409,better
2459,Souad,ABIHI,Open Vld,effectif,4792,4792,0,0,9,F,0.008157022686719362,Chambre,Flandre occidentale,Open Vld,16,409,worse
2460,Marleen,SCHILLEWAERT-VERCRUYCE,Open Vld,effectif,5256,5256,0,0,10,F,0.010526315789473606,Chambre,Flandre occidentale,Open Vld,16,409,equal
2461,Bart,VANDEKERCKHOVE,Open Vld,effectif,4741,4741,0,0,11,M,0.0014388489208632116,Chambre,Flandre occidentale,Open Vld,16,409,worse
2462,Lut,DESEYN,Open Vld,effectif,5802,5802,0,0,12,F,0.033333333333333215,Chambre,Flandre occidentale,Open Vld,16,409,better
2463,Joris,TACK,Open Vld,effectif,4204,4204,0,0,13,M,5.888587916602628e-05,Chambre,Flandre occidentale,Open Vld,16,409,worse
2464,Gauthier,DEFREYNE,Open Vld,effectif,5219,5219,0,0,14,M,5.327366682639223e-05,Chambre,Flandre occidentale,Open Vld,16,409,better
2465,Björn,PRASSE,Open Vld,effectif,4897,4897,0,0,15,M,0.0006609385327164263,Chambre,Flandre occidentale,Open Vld,16,409,better
2466,Sandrine,DE CROM,Open Vld,effectif,6340,6340,0,0,16,F,4.157883138566909e-06,Chambre,Flandre occidentale,Open Vld,16,409,last
2467,Jasper,PILLEN,Open Vld,suppléant,6274,35064,0,1,1,M,0.00021777003484324542,Chambre,Flandre occidentale,Open Vld,9,423,equal
2468,Hina,BHATTI,Open Vld,suppléant,3943,19902,0,1,2,F,0.0014598540145985828,Chambre,Flandre occidentale,Open Vld,9,423,worse
2469,Piet,DELRUE,Open Vld,suppléant,3898,3898,0,1,3,M,0.008333333333333193,Chambre,Flandre occidentale,Open Vld,9,423,worse
2470,Ann-Sophie,HIMPE,Open Vld,suppléant,4213,4213,0,1,4,F,0.0027100271002710175,Chambre,Flandre occidentale,Open Vld,9,423,better
2471,Maxim,LAPORTE,Open Vld,suppléant,3189,3189,0,1,5,M,0.00130804447351196,Chambre,Flandre occidentale,Open Vld,9,423,worse
2472,Dirk,SIOEN,Open Vld,suppléant,3371,3371,0,1,6,M,0.008130081300813052,Chambre,Flandre occidentale,Open Vld,9,423,worse
2473,Mieke,SYSSAUW,Open Vld,suppléant,3669,3669,0,1,7,F,0.0046948356807512415,Chambre,Flandre occidentale,Open Vld,9,423,better
2474,Stefaan,BUYENS,Open Vld,suppléant,3496,3496,0,1,8,M,0.011764705882352788,Chambre,Flandre occidentale,Open Vld,9,423,better
2475,Sabien,LAHAYE-BATTHEU,Open Vld,suppléant,7280,7280,0,1,9,F,0.1428571428571429,Chambre,Flandre occidentale,Open Vld,9,423,last
2476,Baudouin,HUBENÉ,B.U.B,effectif,260,260,0,0,1,M,0.0006915629322268302,Chambre,Flandre orientale,Autres,9,14,equal
2477,Kathleen,KERCKVOORDE,B.U.B,effectif,117,117,0,0,2,F,0.00018382352941181956,Chambre,Flandre orientale,Autres,9,14,worse
2478,Tanguy,MOREL DE WESTGAVER,B.U.B,effectif,160,160,0,0,3,M,5.3530324929051964e-05,Chambre,Flandre orientale,Autres,9,14,better
2479,Christine,NICOLAÏ,B.U.B,effectif,102,102,0,0,4,F,0.0001016271228272414,Chambre,Flandre orientale,Autres,9,14,worse
2480,Curd,WENES,B.U.B,effectif,78,78,0,0,5,M,0.0,Chambre,Flandre orientale,Autres,9,14,worse
2481,Els,CASTELEIN,B.U.B,effectif,142,142,0,0,6,F,0.006849315068493178,Chambre,Flandre orientale,Autres,9,14,better
2482,Jurgen,DEBO,B.U.B,effectif,73,73,0,0,7,M,0.0018832391713747842,Chambre,Flandre orientale,Autres,9,14,worse
2483,Jacqueline,RICHIR,B.U.B,effectif,92,92,0,0,8,F,6.182265553045241e-06,Chambre,Flandre orientale,Autres,9,14,better
2484,Cathy,BAUWENS,B.U.B,effectif,165,165,0,0,9,F,3.642323802599545e-05,Chambre,Flandre orientale,Autres,9,14,last
2485,Kamil,PALIT,B.U.B,suppléant,133,133,0,0,1,M,0.0002283626398720262,Chambre,Flandre orientale,Autres,6,15,equal
2486,Jessie,DE BOCK,B.U.B,suppléant,77,77,0,0,2,F,0.09393799167052275,Chambre,Flandre orientale,Autres,6,15,equal
2487,Miguel,DE VOS,B.U.B,suppléant,62,62,0,0,3,M,0.0051598204114455815,Chambre,Flandre orientale,Autres,6,15,worse
2488,Philippe,VANDERDONCKT,B.U.B,suppléant,49,49,0,0,4,M,0.00028282970140980357,Chambre,Flandre orientale,Autres,6,15,worse
2489,Laurette,DE CLERCQ,B.U.B,suppléant,74,74,0,0,5,F,0.00016770082173400702,Chambre,Flandre orientale,Autres,6,15,better
2490,Jacqueline,BOELENS,B.U.B,suppléant,296,296,0,0,6,F,6.182265553045241e-06,Chambre,Flandre orientale,Autres,6,15,last
2491,Daisy,DE GRAUWE,de coöperatie,effectif,267,267,0,0,1,F,0.00021217907914283796,Chambre,Flandre orientale,Autres,6,670,equal
2492,Franky,VAN GYSEGHEM,de coöperatie,effectif,181,181,0,0,2,M,0.0013333333333331865,Chambre,Flandre orientale,Autres,6,670,equal
2493,Annelies,CORTHALS,de coöperatie,effectif,150,150,0,0,3,F,0.001290322580645209,Chambre,Flandre orientale,Autres,6,670,worse
2494,Marina,VAN DEN ABBEELE,de coöperatie,effectif,154,154,0,0,4,F,2.2681394452161996e-05,Chambre,Flandre orientale,Autres,6,670,equal
2495,Christophe,BUABUA MUSHIYA BAKOLU,de coöperatie,effectif,158,158,0,0,5,M,0.0002457324027553831,Chambre,Flandre orientale,Autres,6,670,better
2496,Johan,DE RYCK,de coöperatie,effectif,146,146,0,0,6,M,0.0024337097093696247,Chambre,Flandre orientale,Autres,6,670,last
2497,Marleen,DE SMET,de coöperatie,suppléant,147,147,0,0,1,F,0.010526315789473606,Chambre,Flandre orientale,Autres,6,672,equal
2498,Boudewijn,DE VEIRMAN,de coöperatie,suppléant,103,103,0,0,2,M,0.05555555555555558,Chambre,Flandre orientale,Autres,6,672,worse
2499,Marleen,VONCK,de coöperatie,suppléant,118,118,0,0,3,F,0.010526315789473606,Chambre,Flandre orientale,Autres,6,672,better
2500,Adelheid,SIEUW,de coöperatie,suppléant,108,108,0,0,4,F,0.030303030303030387,Chambre,Flandre orientale,Autres,6,672,better
2501,Paul,TROCH,de coöperatie,suppléant,107,107,0,0,5,M,0.0004999005879512408,Chambre,Flandre orientale,Autres,6,672,better
2502,Dirk,RASSCHAERT,de coöperatie,suppléant,243,243,0,0,6,M,0.008130081300813052,Chambre,Flandre orientale,Autres,6,672,last
2503,Ashley,VANDEKERCKHOVE,DierAnimal,effectif,1985,1985,0,0,1,F,0.0,Chambre,Flandre orientale,Autres,8,136,equal
2504,Simba,TIMMERMAN,DierAnimal,effectif,833,833,0,0,2,M,0.0,Chambre,Flandre orientale,Autres,8,136,equal
2505,Corine,VANDERHELSTRAETEN,DierAnimal,effectif,504,504,0,0,3,F,5.823772639923508e-05,Chambre,Flandre orientale,Autres,8,136,equal
2506,Maarten,SCHEEPERS,DierAnimal,effectif,388,388,0,0,4,M,0.0003548616039743546,Chambre,Flandre orientale,Autres,8,136,worse
2507,Stefan,VAN HOLSBEECK,DierAnimal,effectif,377,377,0,0,5,M,0.000335683115139207,Chambre,Flandre orientale,Autres,8,136,worse
2508,Annick,BAILLEUL,DierAnimal,effectif,460,460,0,0,6,F,0.001193802607334038,Chambre,Flandre orientale,Autres,8,136,better
2509,Nagender,SINGH,DierAnimal,effectif,347,347,0,0,7,M,0.0,Chambre,Flandre orientale,Autres,8,136,equal
2510,Mieke,VAN ISEGHEM,DierAnimal,effectif,659,659,0,0,8,F,0.0046948356807512415,Chambre,Flandre orientale,Autres,8,136,last
2511,Dorien,DE WUFFEL,DierAnimal,suppléant,443,443,0,0,1,F,0.044117647058823595,Chambre,Flandre orientale,Autres,6,152,equal
2512,Sam,DE BODT,DierAnimal,suppléant,252,252,0,0,2,M,0.17393939393939395,Chambre,Flandre orientale,Autres,6,152,worse
2513,Bart,PHILIPS,DierAnimal,suppléant,264,264,0,0,3,M,0.0014388489208632116,Chambre,Flandre orientale,Autres,6,152,worse
2514,Mila,JELICIC,DierAnimal,suppléant,326,326,0,0,4,F,0.0001871724482156445,Chambre,Flandre orientale,Autres,6,152,better
2515,Virginie,BELFIORE,DierAnimal,suppléant,310,310,0,0,5,F,0.00045578574423721374,Chambre,Flandre orientale,Autres,6,152,better
2516,Emiel,TEMMERMANS,DierAnimal,suppléant,452,452,0,0,6,M,0.00032970656116060315,Chambre,Flandre orientale,Autres,6,152,last
2517,Joris,VANDENBROUCKE,sp.a,effectif,19493,33816,1,0,1,M,5.888587916602628e-05,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,equal
2518,Anja,VANROBAEYS,sp.a,effectif,8527,25518,1,0,2,F,0.0023529411764705577,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,equal
2519,Niels,TAS,sp.a,effectif,5634,5634,0,0,3,M,0.0011092623405436486,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2520,Méline,ROVILLARD,sp.a,effectif,3877,3877,0,0,4,F,6.727211570800584e-05,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2521,Katie,COPPENS,sp.a,effectif,5882,5882,0,0,5,F,0.000888888888888828,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2522,Freija,DHONDT,sp.a,effectif,5303,5303,0,0,6,F,0.02941176470588236,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2523,Jan,VAN PETEGHEM,sp.a,effectif,3320,3320,0,0,7,M,0.0003228931223764331,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2524,Lieselotte,VAN HOECKE,sp.a,effectif,4771,4771,0,0,8,F,0.0019493177387915894,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2525,Clara,CALIS,sp.a,effectif,3800,3800,0,0,9,F,9.766769543229081e-06,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2526,Deniz,ÖZKAN,sp.a,effectif,5103,5103,0,0,10,M,0.0,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2527,Lisa,COLMAN,sp.a,effectif,3929,3929,0,0,11,F,0.00015694070257121773,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2528,Patrick,DOSSCHE,sp.a,effectif,2778,2778,0,0,12,M,5.330111576995478e-05,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2529,Jan,VAN HEE,sp.a,effectif,2555,2555,0,0,13,M,0.0003228931223764331,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2530,Eddy,VAN DE WALLE,sp.a,effectif,2878,2878,0,0,14,M,0.001690208861523601,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2531,Dursun,ALICI,sp.a,effectif,3219,3219,0,0,15,F,0.0,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,equal
2532,Marnick,VAEYENS,sp.a,effectif,2791,2791,0,0,16,M,0.010309278350515427,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,worse
2533,Lisa,HOUTMAN,sp.a,effectif,4110,4110,0,0,17,F,0.00015694070257121773,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2534,Brent,MEULEMAN,sp.a,effectif,3757,3757,0,0,18,M,0.0002688172043010528,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2535,Annelies,STORMS,sp.a,effectif,4313,4313,0,0,19,F,0.001290322580645209,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,better
2536,Rudy,CODDENS,sp.a,effectif,7133,7133,0,0,20,M,0.0033107746238864033,Chambre,Flandre orientale,sp.a (+ one.brussels),20,679,last
2537,Dagmar,BEERNAERT,sp.a,suppléant,4847,33816,0,1,1,F,0.01587301587301604,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,equal
2538,Lieven,MEERT,sp.a,suppléant,3078,19606,0,1,2,M,0.005813953488371992,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,equal
2539,Ron,VAN KERSSCHAVER,sp.a,suppléant,2019,2019,0,1,3,M,0.003058103975535187,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,worse
2540,Michael,BAL,sp.a,suppléant,1944,1944,0,1,4,M,0.0003765748899864363,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,worse
2541,Nathalie,DULLEMONT,sp.a,suppléant,2527,2527,0,1,5,F,0.0001708031690556,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,better
2542,Céline,SUPPLY,sp.a,suppléant,2177,2177,0,1,6,F,0.0003939700929076473,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,better
2543,Kenneth,CLAUWAERT,sp.a,suppléant,1704,1704,0,1,7,M,0.0006882312456983897,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,worse
2544,Patricia,SARASIN-DHAENE,sp.a,suppléant,2066,2066,0,1,8,F,4.81878942359959e-06,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,better
2545,Christopher,BALCAEN,sp.a,suppléant,1722,1722,0,1,9,M,2.5354969574009623e-05,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,equal
2546,Elle,DE KUYPER,sp.a,suppléant,2303,2303,0,1,10,F,0.0014880952380952328,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,better
2547,Kalifa,DIABY,sp.a,suppléant,3216,3216,0,1,11,M,0.004016064257028162,Chambre,Flandre orientale,sp.a (+ one.brussels),11,690,last
2548,Stefaan,VAN HECKE,GROEN,effectif,14593,34354,1,0,1,M,0.011764705882352788,Chambre,Flandre orientale,GROEN,20,248,equal
2549,Evita,WILLAERT,GROEN,effectif,11784,27387,1,0,2,F,0.005154639175257603,Chambre,Flandre orientale,GROEN,20,248,equal
2550,Ann,VERMEULEN,GROEN,effectif,9033,9033,0,0,3,F,0.0013908205841446364,Chambre,Flandre orientale,GROEN,20,248,equal
2551,Jordy,DE DOBBELEER,GROEN,effectif,3583,3583,0,0,4,M,0.00016501650165001713,Chambre,Flandre orientale,GROEN,20,248,worse
2552,Cengiz,CETINKAYA,GROEN,effectif,4938,4938,0,0,5,M,0.0031055900621117516,Chambre,Flandre orientale,GROEN,20,248,worse
2553,Ursula,JARAMILLO CISTERNAS,GROEN,effectif,5357,5357,0,0,6,F,0.0009380863039399889,Chambre,Flandre orientale,GROEN,20,248,equal
2554,Robbe,DE WILDE,GROEN,effectif,3512,3512,0,0,7,M,0.00014961101137045407,Chambre,Flandre orientale,GROEN,20,248,worse
2555,Ann,GERMONPRÉ,GROEN,effectif,5308,5308,0,0,8,F,0.0013908205841446364,Chambre,Flandre orientale,GROEN,20,248,better
2556,Jesse,DE MEULENAERE,GROEN,effectif,3418,3418,0,0,9,M,0.0314614343707712,Chambre,Flandre orientale,GROEN,20,248,worse
2557,Elise,DE MEULENAERE,GROEN,effectif,5811,5811,0,0,10,F,0.002789666312991046,Chambre,Flandre orientale,GROEN,20,248,better
2558,Abraham,BENDIA,GROEN,effectif,3511,3511,0,0,11,M,0.0004863813229571967,Chambre,Flandre orientale,GROEN,20,248,worse
2559,Maud,WYBRAEKE,GROEN,effectif,4821,4821,0,0,12,F,0.00026501298563641473,Chambre,Flandre orientale,GROEN,20,248,better
